20.009440	2	2
20.009440	2	2
20.009440	2	2
20.009440	2	2
20.009440	2	2
27.018290	2	2
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
27.018290	2	2
27.018290	2	2
27.018290	2	1
36.013500	2	2
36.013500	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	2
69.025460	2	1
69.025460	2	2
69.025460	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	2
158.023300	2	1
158.023300	2	2
158.023300	2	2
158.023300	2	2
224.017400	2	2
224.017400	2	1
224.017400	2	2
224.017400	2	2
224.017400	2	2
224.017400	2	2
224.017400	2	1
224.017400	2	2
224.017400	2	2
224.017400	2	2
224.017400	2	2
224.017400	2	1
224.017400	2	2
224.017400	2	2
224.017400	2	2
224.017400	2	999
224.017400	2	2
224.017400	2	1
224.017400	2	2
224.017400	2	2
224.017400	2	2
224.017400	2	999
224.017400	2	2
224.017400	2	1
224.017400	2	2
293.011900	2	2
293.011900	2	2
293.011900	2	999
293.011900	2	2
293.011900	2	1
293.011900	2	2
293.011900	2	2
293.011900	2	2
293.011900	2	999
293.011900	2	999
293.011900	2	2
293.011900	2	1
293.011900	2	2
293.011900	2	2
293.011900	2	2
293.011900	2	999
293.011900	2	999
